,Rk,Seed,W,NetRtg,ORtg,DRtg,AdjOD,AdjT,Luck,SoSNetRtg,SoSORtg,SoSDRtg,ConfSoSNetRtg,Conf_A10,Conf_ACC,Conf_AE,Conf_ASun,Conf_Amer,Conf_B10,Conf_B12,Conf_BE,Conf_BSky,Conf_BSth,Conf_BW,Conf_CAA,Conf_CUSA,Conf_Horz,Conf_Ivy,Conf_MAAC,Conf_MAC,Conf_MEAC,Conf_MVC,Conf_MWC,Conf_NEC,Conf_OVC,Conf_PL,Conf_SB,Conf_SC,Conf_SEC,Conf_SWAC,Conf_Slnd,Conf_Sum,Conf_WAC,Conf_WCC,Conf_Ind,Conf_P12,Conf_Pat
0,5.8998973535824915,2.833213344056216,3.258096538021482,3.6831128592195994,4.863680881139593,4.508659285607248,1,4.2017030805426,-0.04186420409869887,2.325324579963535,4.73707525686803,4.653007515402251,2.3749057545736716,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5.8971538676367405,2.833213344056216,3.332204510175204,3.6519561000093383,4.881285622068407,4.545420181582317,1,4.241326752570746,0.06109509935981083,2.934388643312939,4.770684624465665,4.607168188650764,2.4458192610799534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,5.8944028342648505,2.833213344056216,3.2188758248682006,3.607669398688393,4.836281906951478,4.500920164614292,1,4.12552017969055,-0.015113637810048184,2.6026896854443837,4.739701078945697,4.623991940228679,1.3029127521808397,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5.8916442118257715,2.833213344056216,3.2188758248682006,3.5403794457954922,4.848900370910689,4.544358046591334,1,4.251348311031766,-0.005012541823544286,2.5360749363624,4.73707525686803,4.628886712605407,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,5.8888779583328805,2.772588722239781,3.1780538303479458,3.4784670171534557,4.786658062033468,4.483002552013883,1,4.168214410788556,0.01980262729617973,2.6919208191723265,4.762173934797756,4.637637376125593,-1.2378743560016172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,5.886104031450156,2.772588722239781,3.1780538303479458,3.4131259525274293,4.856706811803519,4.598145571051127,0,4.3267781604434035,0.04688358589885046,2.9025198918318122,4.773223770984341,4.616110126026426,2.5862591440482876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,5.883322388488279,2.772588722239781,3.091042453358316,3.3343450746743146,4.825910852685991,4.580877493419047,0,4.2017030805426,-0.05975000440577405,2.3646204839134985,4.72384171570559,4.633757642840004,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5.8805329864007,2.772588722239781,3.1354942159291497,3.332204510175204,4.837075242970874,4.596129441335942,0,4.223909766576744,-0.038740828316430595,2.5733752977756086,4.74493212836325,4.633757642840004,0.19885085874516517,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,5.877735781779639,2.70805020110221,3.1354942159291497,3.3178157727231046,4.83150862819882,4.593097604753822,0,4.26689632742025,-0.0998203352822109,1.9851308622085946,4.720282993088596,4.662495252607361,2.3504224224082058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,5.87493073085203,2.70805020110221,3.1780538303479458,3.3160025355989236,4.785823685681349,4.535820107853298,1,4.225372824628505,-0.005012541823544286,2.551786178627545,4.742320024135325,4.633757642840004,0.23111172096338664,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5.872117789475416,2.70805020110221,3.091042453358316,3.3013770463799443,4.843399374720342,4.613138355637268,0,4.239886867512759,-0.015113637810048184,2.423031246069913,4.729156165769083,4.633757642840004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,5.869296913133774,2.70805020110221,2.995732273553991,3.2887749522478678,4.800736969532067,4.562262684976814,1,4.26549281841793,-0.052346480372209236,2.729159164312445,4.754451888703846,4.623010104116422,1.922787731634459,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
